id,name,created_at,updated_at,availability,category_id,ancestry
290,salade feuille de chêne,2017-12-18 17:21:58.649636,2019-01-29 10:37:34.55721,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,86
238,margarine,2017-12-15 14:44:17.811565,2019-01-29 10:37:34.662623,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",36,
243,pomme de terre nouvelle,2017-12-15 14:53:33.22297,2019-01-29 10:37:34.753528,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,53
264,poivron jaune,2017-12-18 16:38:12.841308,2019-01-29 10:37:34.88442,"06, 07, 08, 09, 10",14,269
198,artichaut,2017-12-15 13:13:43.617982,2019-01-29 10:37:35.016127,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,
187,saucisse fumée,2017-12-15 12:48:09.700575,2019-01-29 10:37:35.439747,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,510/404
149,pesto vert,2017-12-14 18:11:37.683288,2019-04-16 09:57:36.362938,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,51
206,merguez,2017-12-15 13:27:04.05728,2019-01-29 10:37:35.642902,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,506
212,lard fumé,2017-12-15 13:32:27.106681,2019-01-29 10:37:35.789624,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,510
155,mortadelle,2017-12-14 18:18:58.284177,2019-01-29 10:37:35.963871,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,510
211,saucisse sèche,2017-12-15 13:32:06.204829,2019-01-29 10:37:36.130805,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,510/512
185,cordon bleu,2017-12-15 12:41:13.444583,2019-01-29 10:37:36.264446,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",27,327
191,filet de maquereau,2017-12-15 12:56:18.463274,2019-01-29 10:37:36.385895,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",25,487
129,crème fraîche épaisse,2017-12-14 17:20:16.870794,2019-01-29 10:37:36.473948,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",32,
197,jambon blanc,2017-12-15 13:07:25.863972,2019-04-16 09:50:36.954402,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,96
288,couscous,2017-12-18 17:20:27.825712,2017-12-18 17:20:27.825712,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",,
315,chou chinois,2017-12-19 16:41:46.80297,2019-01-29 10:37:44.31378,"01, 02, 05, 06, 07, 08, 09, 10, 11, 12",14,508
287,chou blanc,2017-12-18 17:19:43.597672,2019-01-29 10:37:44.420015,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,508
272,radis,2017-12-18 16:52:26.649699,2019-01-29 10:37:44.537723,"03, 04, 05, 06, 07",14,
62,crème fraîche,2017-12-14 15:50:05.729796,2019-01-29 10:37:44.669371,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",32,
257,courge,2017-12-18 16:21:46.728813,2019-01-29 10:37:44.864325,"08, 09, 10, 11, 12",14,
269,poivron,2017-12-18 16:49:10.027224,2019-01-29 10:37:44.964493,"06, 07, 08, 09, 10",14,
256,potiron,2017-12-18 16:20:53.086661,2019-01-29 10:37:45.104605,"01, 02, 03, 09, 10, 11, 12",14,
250,potimarron,2017-12-15 16:10:51.061927,2019-01-29 10:37:45.225642,"01, 09, 10, 11, 12",14,
278,haricot blanc,2017-12-18 17:02:37.997323,2019-01-29 10:37:45.380979,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",22,519
318,sauté de porc,2017-12-19 16:49:20.568593,2019-04-16 15:13:07.716315,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",27,
230,linguine,2017-12-15 13:50:59.037503,2019-01-29 10:37:36.569881,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,3
282,cœur d’artichaut,2017-12-18 17:12:19.067707,2019-01-29 10:37:36.684614,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",47,198
241,purée de tomates,2017-12-15 14:49:58.235479,2019-01-29 10:37:36.853307,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,5
246,ratatouille,2017-12-15 15:54:31.036798,2019-01-29 10:37:36.947809,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",47,
224,gnocchi,2017-12-15 13:42:36.933734,2019-01-29 10:37:37.078404,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,3
232,légumes grillés,2017-12-15 13:55:10.447101,2019-01-29 10:37:37.198897,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",47,
242,morceau de poulet,2017-12-15 14:51:05.09467,2019-01-29 10:37:37.331551,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",28,327
286,muscat,2017-12-18 17:18:34.095739,2019-01-29 10:37:37.466028,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",45,
229,sauce au piment,2017-12-15 13:50:13.396594,2019-01-29 10:37:37.59421,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
223,tagliatelle,2017-12-15 13:41:30.247613,2019-01-29 10:37:37.691873,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,3
285,melon,2017-12-18 17:18:05.33471,2019-01-29 10:37:37.838927,"06, 07, 08, 09",11,
236,fettuccini,2017-12-15 14:01:29.685751,2019-01-29 10:37:38.032593,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,3
265,moutarde à l'ancienne,2017-12-18 16:38:41.683254,2019-01-29 10:37:38.151966,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
276,yaourt à la grecque,2017-12-18 16:56:17.674087,2019-01-29 10:37:38.252023,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",32,
284,pamplemousse,2017-12-18 17:13:27.295232,2019-01-29 10:37:38.320965,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",11,
221,pâte de curry,2017-12-15 13:40:34.624715,2019-01-29 10:37:38.433847,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
289,fromage de brebis,2017-12-18 17:21:03.846079,2019-01-29 10:37:38.521746,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
234,fromage de chèvre frais,2017-12-15 13:58:13.200537,2019-01-29 10:37:38.614792,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
281,harissa,2017-12-18 17:11:41.977745,2019-01-29 10:37:38.781551,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
273,ricotta,2017-12-18 16:53:59.67434,2019-01-29 10:37:39.065115,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
258,boulgour,2017-12-18 16:23:22.845473,2019-01-29 10:37:39.176365,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,
268,aneth,2017-12-18 16:43:11.187547,2019-01-29 10:37:39.301039,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
261,feta,2017-12-18 16:26:34.914914,2019-01-29 10:37:39.417307,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
255,cerise,2017-12-18 16:16:22.28016,2019-01-29 10:37:39.680165,"05, 06, 07",11,
271,safran,2017-12-18 16:50:43.319773,2019-01-29 10:37:39.838686,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
252,orange,2017-12-15 16:11:10.145819,2019-01-29 10:37:39.938956,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",11,
280,thon au naturel,2017-12-18 17:10:29.432578,2019-01-29 10:37:40.15308,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",25,
253,cerneaux de noix,2017-12-18 15:31:12.290344,2019-01-29 10:37:40.281501,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",15,
267,lentille verte,2017-12-18 16:42:17.793208,2019-01-29 10:37:40.437723,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",22,
260,lentille corail,2017-12-18 16:24:40.665226,2019-01-29 10:37:40.601575,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",22,
270,pois chiches,2017-12-18 16:50:04.351754,2019-01-29 10:37:40.721055,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",22,
262,soja,2017-12-18 16:28:33.408733,2019-01-29 10:37:40.85411,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",22,
291,pain pita,2017-12-18 17:24:49.237709,2019-01-29 10:37:40.971999,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
254,huile de noix,2017-12-18 15:31:30.236484,2019-01-29 10:37:41.07992,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",35,
266,huile d'olive extra vierge,2017-12-18 16:41:01.083893,2019-01-29 10:37:41.236901,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",36,
251,miel,2017-12-15 16:11:04.708133,2019-01-29 10:37:41.42253,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",38,
248,cantal,2017-12-15 15:59:09.668082,2019-01-29 10:37:41.569641,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
245,sarriette,2017-12-15 15:50:09.159184,2019-01-29 10:37:41.754252,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
237,blé,2017-12-15 14:03:46.790816,2019-01-29 10:37:41.945473,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,
235,ras el hanout,2017-12-15 13:59:49.508735,2019-01-29 10:37:42.114247,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
231,tomme de brebis,2017-12-15 13:54:12.962278,2019-01-29 10:37:42.280306,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
225,pignon de pin,2017-12-15 13:43:08.973929,2019-01-29 10:37:42.385454,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",15,
364,sauce salsa,2017-12-21 17:01:58.450077,2019-01-29 10:37:42.538625,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
353,sauce béarnaise,2017-12-21 16:40:35.432248,2019-01-29 10:37:42.679574,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
345,artichaut mariné,2017-12-21 12:55:29.261676,2019-01-29 10:37:42.853784,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,198
303,tomate concassée,2017-12-19 15:29:08.828777,2019-01-29 10:37:43.039904,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,5
340,sauce béchamel,2017-12-20 16:34:46.4402,2019-01-29 10:37:43.208838,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
150,tomates séchées,2017-12-14 18:12:26.193481,2019-01-29 10:37:43.370048,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,5
356,feuille de chêne,2017-12-21 16:45:35.89206,2019-01-29 10:37:43.469326,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,86
313,crème de coco,2017-12-19 16:36:27.594787,2019-01-29 10:37:43.790547,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
492,perche,2018-03-01 14:52:00.156145,2019-01-29 10:37:44.138307,"04, 05, 06, 07, 08, 09, 10, 11",26,
292,chicorée frisée,2017-12-18 17:28:50.980278,2019-01-29 10:37:44.2378,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,86
301,céleri rave,2017-12-19 15:22:59.436903,2019-01-29 10:37:44.785549,"01, 02, 09, 10, 11, 12",14,194
226,haricot rouge,2017-12-15 13:45:10.158184,2019-01-29 10:37:45.530324,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",22,519
259,navet,2017-12-18 16:24:04.522901,2019-01-29 10:37:45.685604,"06, 07, 08, 09, 10, 11",14,
247,asperge,2017-12-15 15:55:29.609006,2019-01-29 10:37:53.926774,"02, 03, 04, 05, 06, 07, 12",14,
194,céleri,2017-12-15 13:01:14.692772,2019-01-29 10:37:54.008119,"01, 02, 03, 10, 11, 12",14,
88,brocoli,2017-12-14 16:32:23.675014,2019-01-29 10:37:54.123397,"01, 02, 03, 04, 09, 10, 11, 12",14,
302,panais,2017-12-19 15:26:07.111343,2019-01-29 10:37:54.231956,"01, 02, 03, 09, 10, 11, 12",14,
316,igname,2017-12-19 16:42:43.894577,2019-01-29 10:37:54.353832,"09, 10, 11",14,
99,aubergine,2017-12-14 16:48:07.885998,2019-01-29 10:37:54.584957,"05, 06, 07, 08, 09",14,
6,concombre,2017-12-13 17:05:24.342704,2019-01-29 10:37:54.736819,"05, 06, 07, 08, 09, 10",14,
307,topinambour,2017-12-19 16:18:24.928043,2019-01-29 10:37:55.015832,"01, 02, 03, 04, 11, 12",14,
228,tortilla de maïs,2017-12-15 13:49:17.531218,2019-01-29 10:37:55.162828,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,152
347,roti de dinde cuite,2017-12-21 13:03:17.368372,2019-01-29 10:37:45.941487,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",28,511
358,poulet rôti,2017-12-21 16:49:40.027412,2019-01-29 10:37:46.056329,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",28,327
352,poulet fumé,2017-12-21 16:40:09.665777,2019-01-29 10:37:46.201027,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",28,327
331,pain hamburger au sésame,2017-12-19 18:01:18.91597,2019-01-29 10:37:46.345524,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,409
357,pain rond,2017-12-21 16:48:28.018182,2019-01-29 10:37:46.493687,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,317
346,pain aux céréales,2017-12-21 12:57:48.426532,2019-01-29 10:37:46.617012,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",16,317
148,baguette au pavot,2017-12-14 18:11:09.412758,2019-01-29 10:37:46.69806,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",16,349
319,cannelloni,2017-12-19 16:51:06.319534,2019-01-29 10:37:46.833543,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,3
314,noix de coco râpée,2017-12-19 16:37:13.26451,2019-01-29 10:37:46.899347,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",12,
311,fumet de poisson,2017-12-19 16:32:03.370519,2019-01-29 10:37:47.081737,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",26,
222,lait de coco,2017-12-15 13:40:51.171602,2019-01-29 10:37:47.219314,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",13,
309,noix de Saint Jacques,2017-12-19 16:27:22.099802,2019-01-29 10:37:47.361117,"01, 02, 03, 04, 05, 09, 10, 11, 12",26,
308,champignon,2017-12-19 16:22:55.116377,2019-01-29 10:37:47.449057,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,
305,citron vert,2017-12-19 16:15:09.460261,2019-01-29 10:37:47.546439,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",11,
300,graine de cardamome,2017-12-19 15:20:51.457711,2019-01-29 10:37:47.716157,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
299,graine de cumin,2017-12-19 15:19:35.461863,2019-01-29 10:37:47.901691,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
297,cannelle,2017-12-19 15:05:12.937534,2019-01-29 10:37:48.072867,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
334,veau,2017-12-20 15:41:42.702188,2019-01-29 10:37:48.281462,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",27,
244,curcuma,2017-12-15 15:48:13.644742,2019-01-29 10:37:48.479281,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
326,fond de veau,2017-12-19 17:21:35.803645,2019-01-29 10:37:48.74268,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
199,sauge,2017-12-15 13:14:29.806542,2019-01-29 10:37:49.052563,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
171,vinaigre de vin rouge,2017-12-14 18:45:14.295569,2019-01-29 10:37:49.206839,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
131,tandoori,2017-12-14 17:36:24.145894,2019-01-29 10:37:49.487781,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",44,
327,poulet,2017-12-19 17:23:49.734384,2019-01-29 10:37:49.639776,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",28,
343,noisettes en poudre,2017-12-21 11:49:20.836663,2019-01-29 10:37:49.733336,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",15,
339,gros sel,2017-12-20 16:32:53.810241,2019-01-29 10:37:50.233378,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",42,
333,fleur de sel,2017-12-20 15:31:42.775491,2019-01-29 10:37:50.487717,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",42,
323,beurre demi-sel,2017-12-19 17:18:00.614757,2019-01-29 10:37:50.711599,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",34,
344,pain ciabatta,2017-12-21 12:54:53.026615,2019-01-29 10:37:50.885382,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
317,pain,2017-12-19 16:47:23.496619,2019-01-29 10:37:51.06597,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
363,chips tortilla,2017-12-21 16:59:29.273838,2019-01-29 10:37:51.227381,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",19,
359,raisin noir,2017-12-21 16:51:32.735517,2019-01-29 10:37:51.381794,"07, 08, 09, 10",11,
355,emmental,2017-12-21 16:45:01.48551,2019-01-29 10:37:51.522387,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
350,provolone,2017-12-21 16:28:25.89392,2019-01-29 10:37:51.729401,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
349,baguette,2017-12-21 16:18:29.89466,2019-01-29 10:37:51.854908,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
348,cornichon,2017-12-21 16:02:16.866305,2019-01-29 10:37:52.052385,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
408,sauce Andalouse,2017-12-21 18:42:42.932228,2019-01-29 10:37:52.207619,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
298,butternut,2017-12-19 15:06:41.736679,2019-01-29 10:37:52.321112,"01, 02, 03, 09, 10, 11, 12",14,
405,sauce relish,2017-12-21 18:36:55.385943,2019-01-29 10:37:52.458836,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
401,sauce américaine,2017-12-21 18:30:00.144479,2019-01-29 10:37:52.571336,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
399,sauce Worcestershire,2017-12-21 18:24:06.083903,2019-01-29 10:37:52.674596,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
390,sauce bolognaise,2017-12-21 17:43:28.501027,2019-01-29 10:37:52.797066,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
383,moutarde de Dijon,2017-12-21 17:30:57.184562,2019-01-29 10:37:52.934253,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
146,asperge verte,2017-12-14 18:07:52.787201,2019-01-29 10:37:53.048713,"02, 03, 04, 05, 06, 07, 12",14,247
379,mesclun,2017-12-21 17:26:25.244729,2019-01-29 10:37:53.17553,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",14,86
426,morille,2018-03-01 11:56:06.622995,2019-01-29 10:37:53.325675,"03, 04, 05, 06",14,308
158,lait demi-écrémé,2017-12-14 18:30:58.471409,2019-01-29 10:37:53.48789,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",31,
367,fromage frais,2017-12-21 17:07:02.720513,2019-01-29 10:37:53.70106,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
427,oseille,2018-03-01 11:57:56.149799,2019-01-29 10:37:53.834913,"04, 05, 06, 07, 08, 09, 10",44,
362,galette de blé,2017-12-21 16:54:47.17251,2019-01-29 10:37:55.257771,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,237
296,feuille de brick,2017-12-19 15:00:59.24752,2019-01-29 10:37:55.450377,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",21,237
112,lardons,2017-12-14 17:01:41.568971,2019-04-16 15:12:45.739524,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,
361,salami,2017-12-21 16:53:11.283352,2019-01-29 10:37:55.811915,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,510/512
351,speck,2017-12-21 16:33:59.573613,2019-01-29 10:37:56.003671,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,510
295,haricot plat,2017-12-19 15:00:35.776297,2019-01-29 10:37:56.2038,"06, 07, 08, 09",14,
310,crème fleurette,2017-12-19 16:29:57.34735,2019-01-29 10:37:56.340601,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",32,
360,jambon fumé,2017-12-21 16:52:22.86014,2019-04-16 09:50:36.966459,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,96
422,chou pommé,2018-03-01 11:45:37.68275,2019-01-29 10:38:03.068449,"01, 02, 03, 04, 10, 11, 12",14,508
416,cardon,2018-03-01 11:35:39.535665,2019-01-29 10:38:03.145205,"11, 12",14,
394,agneau,2017-12-21 17:54:43.858307,2019-01-29 10:37:56.617289,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",27,
560,chou frisé,2018-11-15 16:32:11.953568,2019-01-29 10:38:03.228834,"01, 02, 03, 10, 11, 12",14,508/277
428,rutabaga,2018-03-01 12:02:07.51969,2019-01-29 10:38:03.389257,"01, 02, 03, 04, 10, 11, 12",14,
429,salsifi,2018-03-01 12:02:29.689157,2019-01-29 10:38:03.488751,"01, 02, 03, 10, 11, 12",14,
423,citrouille,2018-03-01 11:46:08.577369,2019-01-29 10:38:03.590991,"01, 02, 09, 10, 11, 12",14,
425,crosne,2018-03-01 11:50:21.711521,2019-01-29 10:38:03.745228,"01, 02, 03, 11, 12",14,
402,saucisse de Strasbourg,2017-12-21 18:30:49.589745,2019-01-29 10:38:03.958598,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",23,510/404
562,fromage de chèvre,2018-11-20 11:25:54.273404,2019-01-29 10:38:04.60562,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
418,cèpe,2018-03-01 11:41:49.583981,2019-01-29 10:37:56.705129,"05, 06, 07, 08, 09, 10, 11",14,308
417,céleri branche,2018-03-01 11:41:01.775502,2019-01-29 10:37:56.794171,"01, 02, 09, 10, 11, 12",14,194
403,choucroute,2017-12-21 18:32:04.264258,2019-01-29 10:37:56.873607,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",47,
397,jambon de dinde,2017-12-21 18:02:18.312775,2019-01-29 10:37:57.000447,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",28,511
386,pain complet,2017-12-21 17:36:05.229985,2019-01-29 10:37:57.111271,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",16,317
385,pain de campagne,2017-12-21 17:35:13.614082,2019-01-29 10:37:57.211146,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",16,317
377,pain de seigle,2017-12-21 17:21:25.351038,2019-01-29 10:37:57.296738,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",16,317
414,baguette céréales,2017-12-21 19:00:23.903077,2019-01-29 10:37:57.363998,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",16,349
374,baguette viennoise,2017-12-21 17:15:42.912658,2019-01-29 10:37:57.442847,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,349
406,sel au céleri,2017-12-21 18:37:37.10337,2019-01-29 10:37:57.534545,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",42,
366,thon à l'huile,2017-12-21 17:05:47.982932,2019-01-29 10:37:57.734753,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",25,
434,baie de Goji,2018-03-01 14:01:57.686829,2019-01-29 10:37:57.817212,"08, 09, 10",12,
433,airelle,2018-03-01 14:01:28.974745,2019-01-29 10:37:57.903556,"07, 08",11,
432,açaï,2018-03-01 14:00:58.589064,2019-01-29 10:37:57.98583,"01, 02, 03, 11, 12",11,
431,rhubarbe,2018-03-01 13:59:57.496469,2019-01-29 10:37:58.091412,"04, 05, 06, 07",11,
372,fève,2017-12-21 17:12:48.640828,2019-01-29 10:37:58.18996,"04, 05, 06, 07, 08",22,
369,muffin complet,2017-12-21 17:08:30.071185,2019-01-29 10:37:58.327117,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",16,
409,pain hamburger,2017-12-21 18:43:54.902391,2019-01-29 10:37:58.424487,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
395,pain hot dog,2017-12-21 17:57:11.038291,2019-01-29 10:37:58.549686,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
389,pain focaccia,2017-12-21 17:43:09.015925,2019-01-29 10:37:58.644681,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
388,pain panini,2017-12-21 17:40:29.053875,2019-01-29 10:37:58.74642,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",17,
412,piment doux,2017-12-21 18:50:46.945053,2019-01-29 10:37:58.880601,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",37,
411,tome fraiche,2017-12-21 18:47:28.805208,2019-01-29 10:37:58.991375,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
410,Bleu d'Auvergne,2017-12-21 18:44:41.369755,2019-01-29 10:37:59.105922,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
396,olive,2017-12-21 18:01:02.817894,2019-01-29 10:37:59.205033,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",15,
392,cheddar,2017-12-21 17:47:30.983365,2019-01-29 10:37:59.318647,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
387,cottage cheese,2017-12-21 17:40:00.337721,2019-01-29 10:37:59.553583,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",30,
384,rillettes de saumon,2017-12-21 17:31:31.472496,2019-01-29 10:37:59.646065,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",25,
